Traffic_registration_point,Name,Road_reference,From,To,Year,Month,Traffic_volume,Confidence_interval_start,Confidence_interval_end,Coverage (%),Total_days,Included_days,Invalid_days,Invalid_length,Length_quality_grade (%),Lane,under_5_6m,over_5_6m,5_6m_to_7_6m,7_6m_to_12_5m,12_5m_to_16_0m,over_16_0m,16_0m_to_24_0m,over_24_0m,Hour,From_Date,From_Time,To_Date,To_Time,Day_of_Week,Light_Vehicles,Heavy_Vehicles,Traffic_Volume_Check,Traffic_Volume_Difference,Days_Check,Traffic_Volume_Outlier
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,2020,3,3402,3402,3402,100.0,30,30,0,0,100.0,1,2997,405,168,62,2,172,172,0,22,2020-03-31,22:00:00,2020-04-30,22:00:00,Tuesday,2997,981,3978,-576,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,2020,3,3665,3665,3665,100.0,30,30,0,2,99.9,2,3286,377,171,68,10,128,128,0,22,2020-03-31,22:00:00,2020-04-30,22:00:00,Tuesday,3286,882,4168,-503,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,2020,3,3653,3653,3653,100.0,30,30,0,2,99.9,Totalt i retning Hausmannsgate,3282,370,170,65,9,125,125,0,22,2020-03-31,22:00:00,2020-04-30,22:00:00,Tuesday,3282,864,4146,-493,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,2020,3,3414,3414,3414,100.0,30,30,0,1,100.0,Totalt i retning Waldemar Tranes Gt.,3001,412,169,65,3,175,175,0,22,2020-03-31,22:00:00,2020-04-30,22:00:00,Tuesday,3001,999,4000,-586,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-03-31 22:00:00,2020-04-30 22:00:00,2020,3,7067,7067,7067,100.0,30,30,0,2,100.0,Totalt,6283,782,339,131,12,300,300,0,22,2020-03-31,22:00:00,2020-04-30,22:00:00,Tuesday,6283,1864,8147,-1080,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,2020,4,3516,2979,4053,22.6,31,7,1,22,99.4,1,3076,418,176,64,4,173,172,1,22,2020-04-30,22:00:00,2020-05-31,22:00:00,Thursday,3076,1008,4084,-568,23,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,2020,4,3124,1698,4550,22.6,31,7,1,17,99.5,2,2775,332,142,50,8,132,131,1,22,2020-04-30,22:00:00,2020-05-31,22:00:00,Thursday,2775,796,3571,-447,23,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,2020,4,3042,1800,4284,22.6,31,7,1,18,99.4,Totalt i retning Hausmannsgate,2703,321,146,48,8,119,118,1,22,2020-04-30,22:00:00,2020-05-31,22:00:00,Thursday,2703,761,3464,-422,23,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,2020,4,3597,2997,4197,22.6,31,7,1,21,99.4,Totalt i retning Waldemar Tranes Gt.,3148,429,172,66,5,185,184,1,22,2020-04-30,22:00:00,2020-05-31,22:00:00,Thursday,3148,1042,4190,-593,23,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-04-30 22:00:00,2020-05-31 22:00:00,2020,4,6640,5359,7921,22.6,31,7,1,39,99.4,Totalt,5851,750,318,115,13,304,302,2,22,2020-04-30,22:00:00,2020-05-31,22:00:00,Thursday,5851,1804,7655,-1015,23,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,2020,11,4183,3898,4468,71.0,31,22,1,14,99.7,1,3720,450,203,60,4,183,182,1,23,2020-11-30,23:00:00,2020-12-31,23:00:00,Monday,3720,1083,4803,-620,8,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,2020,11,4857,4489,5225,71.0,31,22,1,2,100.0,2,4412,442,209,60,4,169,169,0,23,2020-11-30,23:00:00,2020-12-31,23:00:00,Monday,4412,1053,5465,-608,8,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,2020,11,4861,4493,5229,71.0,31,22,1,3,99.9,Totalt i retning Hausmannsgate,4417,442,209,60,4,169,169,0,23,2020-11-30,23:00:00,2020-12-31,23:00:00,Monday,4417,1053,5470,-609,8,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,2020,11,4180,3895,4465,71.0,31,22,1,14,99.7,Totalt i retning Waldemar Tranes Gt.,3715,450,204,60,4,183,182,1,23,2020-11-30,23:00:00,2020-12-31,23:00:00,Monday,3715,1084,4799,-619,8,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,2020,11,9041,8389,9693,71.0,31,22,1,17,99.8,Totalt,8132,892,412,120,8,351,350,1,23,2020-11-30,23:00:00,2020-12-31,23:00:00,Monday,8132,2134,10266,-1225,8,True
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,2020,12,3935,3935,3935,100.0,31,31,0,9,99.8,1,3460,466,204,64,3,194,194,0,23,2020-12-31,23:00:00,2021-01-31,23:00:00,Thursday,3460,1125,4585,-650,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,2020,12,4350,4350,4350,100.0,31,31,0,3,99.9,2,3899,448,206,60,5,178,178,0,23,2020-12-31,23:00:00,2021-01-31,23:00:00,Thursday,3899,1075,4974,-624,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,2020,12,4353,4353,4353,100.0,31,31,0,2,100.0,Totalt i retning Hausmannsgate,3904,447,205,59,5,178,178,0,23,2020-12-31,23:00:00,2021-01-31,23:00:00,Thursday,3904,1072,4976,-623,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,2020,12,3932,3932,3932,100.0,31,31,0,9,99.8,Totalt i retning Waldemar Tranes Gt.,3456,467,204,65,3,194,194,0,23,2020-12-31,23:00:00,2021-01-31,23:00:00,Thursday,3456,1127,4583,-651,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,2020,12,8285,8285,8285,100.0,31,31,0,12,99.9,Totalt,7359,914,410,124,8,373,372,1,23,2020-12-31,23:00:00,2021-01-31,23:00:00,Thursday,7359,2202,9561,-1276,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,2021,1,4371,4371,4371,100.0,28,28,0,12,99.7,1,3826,532,248,81,4,200,199,1,23,2021-01-31,23:00:00,2021-02-28,23:00:00,Sunday,3826,1265,5091,-720,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,2021,1,4721,4721,4721,100.0,28,28,0,3,99.9,2,4234,485,231,67,4,183,183,0,23,2021-01-31,23:00:00,2021-02-28,23:00:00,Sunday,4234,1153,5387,-666,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,2021,1,4724,4724,4724,100.0,28,28,0,3,99.9,Totalt i retning Hausmannsgate,4237,484,230,67,4,183,183,0,23,2021-01-31,23:00:00,2021-02-28,23:00:00,Sunday,4237,1151,5388,-664,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,2021,1,4368,4368,4368,100.0,28,28,0,12,99.7,Totalt i retning Waldemar Tranes Gt.,3823,533,248,81,4,200,199,1,23,2021-01-31,23:00:00,2021-02-28,23:00:00,Sunday,3823,1266,5089,-721,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,2021,1,9092,9092,9092,100.0,28,28,0,15,99.8,Totalt,8060,1017,478,148,8,382,381,1,23,2021-01-31,23:00:00,2021-02-28,23:00:00,Sunday,8060,2415,10475,-1383,0,True
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,2021,2,4102,4102,4102,100.0,31,31,0,9,99.8,1,3574,519,235,82,4,198,197,1,23,2021-02-28,23:00:00,2021-03-31,22:00:00,Sunday,3574,1236,4810,-708,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,2021,2,4401,4401,4401,100.0,31,31,0,2,100.0,2,3907,492,231,74,5,182,182,0,23,2021-02-28,23:00:00,2021-03-31,22:00:00,Sunday,3907,1166,5073,-672,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,2021,2,4404,4404,4404,100.0,31,31,0,2,100.0,Totalt i retning Hausmannsgate,3910,492,231,74,5,182,182,0,23,2021-02-28,23:00:00,2021-03-31,22:00:00,Sunday,3910,1166,5076,-672,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,2021,2,4099,4099,4099,100.0,31,31,0,9,99.8,Totalt i retning Waldemar Tranes Gt.,3570,520,235,83,4,198,197,1,23,2021-02-28,23:00:00,2021-03-31,22:00:00,Sunday,3570,1238,4808,-709,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,2021,2,8504,8504,8504,100.0,31,31,0,12,99.9,Totalt,7481,1011,466,157,9,380,379,1,23,2021-02-28,23:00:00,2021-03-31,22:00:00,Sunday,7481,2403,9884,-1380,0,True
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,2021,3,4169,4169,4169,100.0,30,30,0,12,99.7,1,3646,511,230,82,5,193,193,0,22,2021-03-31,22:00:00,2021-04-30,22:00:00,Wednesday,3646,1214,4860,-691,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,2021,3,4616,4616,4616,100.0,30,30,0,3,99.9,2,4126,487,231,72,5,179,179,0,22,2021-03-31,22:00:00,2021-04-30,22:00:00,Wednesday,4126,1153,5279,-663,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,2021,3,4621,4621,4621,100.0,30,30,0,3,99.9,Totalt i retning Hausmannsgate,4131,486,231,72,5,179,179,0,22,2021-03-31,22:00:00,2021-04-30,22:00:00,Wednesday,4131,1152,5283,-662,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,2021,3,4164,4164,4164,100.0,30,30,0,12,99.7,Totalt i retning Waldemar Tranes Gt.,3641,511,230,82,5,193,193,0,22,2021-03-31,22:00:00,2021-04-30,22:00:00,Wednesday,3641,1214,4855,-691,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,2021,3,8785,8785,8785,100.0,30,30,0,15,99.8,Totalt,7773,997,461,154,9,373,372,1,22,2021-03-31,22:00:00,2021-04-30,22:00:00,Wednesday,7773,2367,10140,-1355,0,True
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,2021,4,4572,4572,4572,100.0,31,31,0,13,99.7,1,4054,505,229,80,6,190,189,1,22,2021-04-30,22:00:00,2021-05-31,22:00:00,Friday,4054,1200,5254,-682,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,2021,4,5153,5153,5153,100.0,31,31,0,3,99.9,2,4633,517,253,84,6,173,173,0,22,2021-04-30,22:00:00,2021-05-31,22:00:00,Friday,4633,1206,5839,-686,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,2021,4,5157,5157,5157,100.0,31,31,0,3,99.9,Totalt i retning Hausmannsgate,4638,516,253,84,6,172,172,0,22,2021-04-30,22:00:00,2021-05-31,22:00:00,Friday,4638,1203,5841,-684,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,2021,4,4568,4568,4568,100.0,31,31,0,13,99.7,Totalt i retning Waldemar Tranes Gt.,4049,506,229,81,6,191,190,1,22,2021-04-30,22:00:00,2021-05-31,22:00:00,Friday,4049,1204,5253,-685,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,2021,4,9726,9726,9726,100.0,31,31,0,18,99.8,Totalt,8687,1022,482,165,12,363,362,1,22,2021-04-30,22:00:00,2021-05-31,22:00:00,Friday,8687,2407,11094,-1368,0,True
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,2021,5,4934,4934,4934,100.0,30,30,0,17,99.7,1,4343,574,271,97,5,201,200,1,22,2021-05-31,22:00:00,2021-06-30,22:00:00,Monday,4343,1349,5692,-758,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,2021,5,5898,5898,5898,100.0,30,30,0,7,99.9,2,5282,609,309,112,6,182,181,1,22,2021-05-31,22:00:00,2021-06-30,22:00:00,Monday,5282,1400,6682,-784,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,2021,5,5905,5905,5905,100.0,30,30,0,6,99.9,Totalt i retning Hausmannsgate,5290,609,309,112,6,181,180,1,22,2021-05-31,22:00:00,2021-06-30,22:00:00,Monday,5290,1398,6688,-783,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,2021,5,4926,4926,4926,100.0,30,30,0,16,99.7,Totalt i retning Waldemar Tranes Gt.,4335,575,271,97,5,201,200,1,22,2021-05-31,22:00:00,2021-06-30,22:00:00,Monday,4335,1350,5685,-759,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,2021,5,10831,10831,10831,100.0,30,30,0,22,99.8,Totalt,9625,1184,580,210,11,383,381,2,22,2021-05-31,22:00:00,2021-06-30,22:00:00,Monday,9625,2751,12376,-1545,0,True
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-06-30 22:00:00,2021-07-31 22:00:00,2021,6,3909,3909,3909,100.0,31,31,0,5,99.9,1,3459,445,200,70,4,172,171,1,22,2021-06-30,22:00:00,2021-07-31,22:00:00,Wednesday,3459,1063,4522,-613,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-06-30 22:00:00,2021-07-31 22:00:00,2021,6,4425,4425,4425,100.0,31,31,0,2,100.0,2,3955,468,224,80,3,160,160,0,22,2021-06-30,22:00:00,2021-07-31,22:00:00,Wednesday,3955,1095,5050,-625,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-06-30 22:00:00,2021-07-31 22:00:00,2021,6,4431,4431,4431,100.0,31,31,0,2,100.0,Totalt i retning Hausmannsgate,3962,468,224,80,3,160,160,0,22,2021-06-30,22:00:00,2021-07-31,22:00:00,Wednesday,3962,1095,5057,-626,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-06-30 22:00:00,2021-07-31 22:00:00,2021,6,3903,3903,3903,100.0,31,31,0,5,99.9,Totalt i retning Waldemar Tranes Gt.,3453,445,200,70,4,172,171,1,22,2021-06-30,22:00:00,2021-07-31,22:00:00,Wednesday,3453,1063,4516,-613,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-06-30 22:00:00,2021-07-31 22:00:00,2021,6,8334,8334,8334,100.0,31,31,0,7,99.9,Totalt,7414,913,424,151,7,332,331,1,22,2021-06-30,22:00:00,2021-07-31,22:00:00,Wednesday,7414,2159,9573,-1239,0,True
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-07-31 22:00:00,2021-08-31 22:00:00,2021,7,4817,4817,4817,100.0,31,31,0,14,99.7,1,4268,535,251,87,5,190,189,1,22,2021-07-31,22:00:00,2021-08-31,22:00:00,Saturday,4268,1258,5526,-709,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-07-31 22:00:00,2021-08-31 22:00:00,2021,7,5534,5534,5534,100.0,31,31,0,4,99.9,2,4965,565,286,94,6,177,177,0,22,2021-07-31,22:00:00,2021-08-31,22:00:00,Saturday,4965,1305,6270,-736,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-07-31 22:00:00,2021-08-31 22:00:00,2021,7,5539,5539,5539,100.0,31,31,0,3,99.9,Totalt i retning Hausmannsgate,4971,564,286,94,6,177,177,0,22,2021-07-31,22:00:00,2021-08-31,22:00:00,Saturday,4971,1304,6275,-736,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-07-31 22:00:00,2021-08-31 22:00:00,2021,7,4811,4811,4811,100.0,31,31,0,14,99.7,Totalt i retning Waldemar Tranes Gt.,4261,535,251,87,6,190,189,1,22,2021-07-31,22:00:00,2021-08-31,22:00:00,Saturday,4261,1259,5520,-709,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-07-31 22:00:00,2021-08-31 22:00:00,2021,7,10350,10350,10350,100.0,31,31,0,18,99.8,Totalt,9233,1099,538,182,12,369,367,2,22,2021-07-31,22:00:00,2021-08-31,22:00:00,Saturday,9233,2569,11802,-1452,0,True
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-08-31 22:00:00,2021-09-30 22:00:00,2021,8,5370,5370,5370,100.0,30,30,0,21,99.6,1,4771,578,274,98,7,198,197,1,22,2021-08-31,22:00:00,2021-09-30,22:00:00,Tuesday,4771,1353,6124,-754,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-08-31 22:00:00,2021-09-30 22:00:00,2021,8,6243,6243,6243,100.0,30,30,0,7,99.9,2,5628,608,309,107,8,184,183,1,22,2021-08-31,22:00:00,2021-09-30,22:00:00,Tuesday,5628,1400,7028,-785,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-08-31 22:00:00,2021-09-30 22:00:00,2021,8,6250,6250,6250,100.0,30,30,0,8,99.9,Totalt i retning Hausmannsgate,5635,607,310,107,8,184,183,1,22,2021-08-31,22:00:00,2021-09-30,22:00:00,Tuesday,5635,1400,7035,-785,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-08-31 22:00:00,2021-09-30 22:00:00,2021,8,5364,5364,5364,100.0,30,30,0,22,99.6,Totalt i retning Waldemar Tranes Gt.,4764,578,274,98,7,199,198,1,22,2021-08-31,22:00:00,2021-09-30,22:00:00,Tuesday,4764,1355,6119,-755,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-08-31 22:00:00,2021-09-30 22:00:00,2021,8,11613,11613,11613,100.0,30,30,0,29,99.8,Totalt,10399,1185,583,205,15,382,380,2,22,2021-08-31,22:00:00,2021-09-30,22:00:00,Tuesday,10399,2752,13151,-1538,0,True
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-09-30 22:00:00,2021-10-31 23:00:00,2021,9,5554,5554,5554,100.0,31,31,0,21,99.6,1,4976,558,266,89,7,196,195,1,22,2021-09-30,22:00:00,2021-10-31,23:00:00,Thursday,4976,1312,6288,-734,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-09-30 22:00:00,2021-10-31 23:00:00,2021,9,6482,6482,6482,100.0,31,31,0,5,99.9,2,5878,599,314,99,7,179,178,1,22,2021-09-30,22:00:00,2021-10-31,23:00:00,Thursday,5878,1377,7255,-773,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-09-30 22:00:00,2021-10-31 23:00:00,2021,9,6487,6487,6487,100.0,31,31,0,6,99.9,Totalt i retning Hausmannsgate,5883,598,314,99,7,179,178,1,22,2021-09-30,22:00:00,2021-10-31,23:00:00,Thursday,5883,1376,7259,-772,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-09-30 22:00:00,2021-10-31 23:00:00,2021,9,5549,5549,5549,100.0,31,31,0,20,99.6,Totalt i retning Waldemar Tranes Gt.,4970,558,266,89,7,196,195,1,22,2021-09-30,22:00:00,2021-10-31,23:00:00,Thursday,4970,1312,6282,-733,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-09-30 22:00:00,2021-10-31 23:00:00,2021,9,12036,12036,12036,100.0,31,31,0,26,99.8,Totalt,10853,1157,580,188,14,375,373,2,22,2021-09-30,22:00:00,2021-10-31,23:00:00,Thursday,10853,2689,13542,-1506,0,True
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-10-31 23:00:00,2021-11-30 23:00:00,2021,10,5657,5657,5657,100.0,30,30,0,26,99.5,1,5044,586,281,96,8,202,200,2,23,2021-10-31,23:00:00,2021-11-30,23:00:00,Sunday,5044,1375,6419,-762,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-10-31 23:00:00,2021-11-30 23:00:00,2021,10,6660,6660,6660,100.0,30,30,0,7,99.9,2,6028,626,329,108,9,179,179,0,23,2021-10-31,23:00:00,2021-11-30,23:00:00,Sunday,6028,1430,7458,-798,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-10-31 23:00:00,2021-11-30 23:00:00,2021,10,6666,6666,6666,100.0,30,30,0,7,99.9,Totalt i retning Hausmannsgate,6034,625,329,108,9,178,178,0,23,2021-10-31,23:00:00,2021-11-30,23:00:00,Sunday,6034,1427,7461,-795,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-10-31 23:00:00,2021-11-30 23:00:00,2021,10,5651,5651,5651,100.0,30,30,0,26,99.5,Totalt i retning Waldemar Tranes Gt.,5038,587,281,96,8,202,200,2,23,2021-10-31,23:00:00,2021-11-30,23:00:00,Sunday,5038,1376,6414,-763,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-10-31 23:00:00,2021-11-30 23:00:00,2021,10,12317,12317,12317,100.0,30,30,0,33,99.7,Totalt,11072,1212,610,204,17,380,378,2,23,2021-10-31,23:00:00,2021-11-30,23:00:00,Sunday,11072,2803,13875,-1558,0,True
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-11-30 23:00:00,2021-12-31 23:00:00,2021,11,4857,4857,4857,100.0,31,31,0,19,99.6,1,4345,494,230,70,5,188,187,1,23,2021-11-30,23:00:00,2021-12-31,23:00:00,Tuesday,4345,1175,5520,-663,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-11-30 23:00:00,2021-12-31 23:00:00,2021,11,5659,5659,5659,100.0,31,31,0,4,99.9,2,5131,524,264,81,7,171,171,0,23,2021-11-30,23:00:00,2021-12-31,23:00:00,Tuesday,5131,1218,6349,-690,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-11-30 23:00:00,2021-12-31 23:00:00,2021,11,5662,5662,5662,100.0,31,31,0,4,99.9,Totalt i retning Hausmannsgate,5135,523,264,81,7,171,171,0,23,2021-11-30,23:00:00,2021-12-31,23:00:00,Tuesday,5135,1217,6352,-690,0,False
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-11-30 23:00:00,2021-12-31 23:00:00,2021,11,4854,4854,4854,100.0,31,31,0,19,99.6,Totalt i retning Waldemar Tranes Gt.,4341,494,230,70,5,189,188,1,23,2021-11-30,23:00:00,2021-12-31,23:00:00,Tuesday,4341,1177,5518,-664,0,False
