Traffic_registration_point,Name,Road_reference,From,To,From_Date,From_Time,To_Date,To_Time,Year,Month,Day_of_Week,Vehicle_Type,Count
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,2020-11-30,23:00:00,2020-12-31,23:00:00,2020,11,Monday,Light_Vehicles,4412
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,2020-11-30,23:00:00,2020-12-31,23:00:00,2020,11,Monday,Light_Vehicles,4417
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,2020-11-30,23:00:00,2020-12-31,23:00:00,2020,11,Monday,Light_Vehicles,3715
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-11-30 23:00:00,2020-12-31 23:00:00,2020-11-30,23:00:00,2020-12-31,23:00:00,2020,11,Monday,Light_Vehicles,8132
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,2020-12-31,23:00:00,2021-01-31,23:00:00,2020,12,Thursday,Light_Vehicles,3460
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,2020-12-31,23:00:00,2021-01-31,23:00:00,2020,12,Thursday,Light_Vehicles,3899
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,2020-12-31,23:00:00,2021-01-31,23:00:00,2020,12,Thursday,Light_Vehicles,3904
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,2020-12-31,23:00:00,2021-01-31,23:00:00,2020,12,Thursday,Light_Vehicles,3456
62991V604777,Maridalsveien,KV14622 S9D1 m425,2020-12-31 23:00:00,2021-01-31 23:00:00,2020-12-31,23:00:00,2021-01-31,23:00:00,2020,12,Thursday,Light_Vehicles,7359
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,2021-01-31,23:00:00,2021-02-28,23:00:00,2021,1,Sunday,Light_Vehicles,3826
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,2021-01-31,23:00:00,2021-02-28,23:00:00,2021,1,Sunday,Light_Vehicles,4234
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,2021-01-31,23:00:00,2021-02-28,23:00:00,2021,1,Sunday,Light_Vehicles,4237
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,2021-01-31,23:00:00,2021-02-28,23:00:00,2021,1,Sunday,Light_Vehicles,3823
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,2021-01-31,23:00:00,2021-02-28,23:00:00,2021,1,Sunday,Light_Vehicles,8060
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,2021-02-28,23:00:00,2021-03-31,22:00:00,2021,2,Sunday,Light_Vehicles,3574
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,2021-02-28,23:00:00,2021-03-31,22:00:00,2021,2,Sunday,Light_Vehicles,3907
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,2021-02-28,23:00:00,2021-03-31,22:00:00,2021,2,Sunday,Light_Vehicles,3910
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,2021-02-28,23:00:00,2021-03-31,22:00:00,2021,2,Sunday,Light_Vehicles,3570
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,2021-02-28,23:00:00,2021-03-31,22:00:00,2021,2,Sunday,Light_Vehicles,7481
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,2021-03-31,22:00:00,2021-04-30,22:00:00,2021,3,Wednesday,Light_Vehicles,3646
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,2021-03-31,22:00:00,2021-04-30,22:00:00,2021,3,Wednesday,Light_Vehicles,4126
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,2021-03-31,22:00:00,2021-04-30,22:00:00,2021,3,Wednesday,Light_Vehicles,4131
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,2021-03-31,22:00:00,2021-04-30,22:00:00,2021,3,Wednesday,Light_Vehicles,3641
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,2021-03-31,22:00:00,2021-04-30,22:00:00,2021,3,Wednesday,Light_Vehicles,7773
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,2021-04-30,22:00:00,2021-05-31,22:00:00,2021,4,Friday,Light_Vehicles,4054
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,2021-04-30,22:00:00,2021-05-31,22:00:00,2021,4,Friday,Light_Vehicles,4633
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,2021-04-30,22:00:00,2021-05-31,22:00:00,2021,4,Friday,Light_Vehicles,4638
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,2021-04-30,22:00:00,2021-05-31,22:00:00,2021,4,Friday,Light_Vehicles,4049
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,2021-04-30,22:00:00,2021-05-31,22:00:00,2021,4,Friday,Light_Vehicles,8687
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,2021-05-31,22:00:00,2021-06-30,22:00:00,2021,5,Monday,Light_Vehicles,4343
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,2021-05-31,22:00:00,2021-06-30,22:00:00,2021,5,Monday,Light_Vehicles,5282
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,2021-05-31,22:00:00,2021-06-30,22:00:00,2021,5,Monday,Light_Vehicles,5290
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,2021-05-31,22:00:00,2021-06-30,22:00:00,2021,5,Monday,Light_Vehicles,4335
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,2021-05-31,22:00:00,2021-06-30,22:00:00,2021,5,Monday,Light_Vehicles,9625
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-06-30 22:00:00,2021-07-31 22:00:00,2021-06-30,22:00:00,2021-07-31,22:00:00,2021,6,Wednesday,Light_Vehicles,3459
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-06-30 22:00:00,2021-07-31 22:00:00,2021-06-30,22:00:00,2021-07-31,22:00:00,2021,6,Wednesday,Light_Vehicles,3955
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-06-30 22:00:00,2021-07-31 22:00:00,2021-06-30,22:00:00,2021-07-31,22:00:00,2021,6,Wednesday,Light_Vehicles,3962
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-06-30 22:00:00,2021-07-31 22:00:00,2021-06-30,22:00:00,2021-07-31,22:00:00,2021,6,Wednesday,Light_Vehicles,3453
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-06-30 22:00:00,2021-07-31 22:00:00,2021-06-30,22:00:00,2021-07-31,22:00:00,2021,6,Wednesday,Light_Vehicles,7414
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-07-31 22:00:00,2021-08-31 22:00:00,2021-07-31,22:00:00,2021-08-31,22:00:00,2021,7,Saturday,Light_Vehicles,4268
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-07-31 22:00:00,2021-08-31 22:00:00,2021-07-31,22:00:00,2021-08-31,22:00:00,2021,7,Saturday,Light_Vehicles,4965
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-07-31 22:00:00,2021-08-31 22:00:00,2021-07-31,22:00:00,2021-08-31,22:00:00,2021,7,Saturday,Light_Vehicles,4971
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-07-31 22:00:00,2021-08-31 22:00:00,2021-07-31,22:00:00,2021-08-31,22:00:00,2021,7,Saturday,Light_Vehicles,4261
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-07-31 22:00:00,2021-08-31 22:00:00,2021-07-31,22:00:00,2021-08-31,22:00:00,2021,7,Saturday,Light_Vehicles,9233
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-08-31 22:00:00,2021-09-30 22:00:00,2021-08-31,22:00:00,2021-09-30,22:00:00,2021,8,Tuesday,Light_Vehicles,4771
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-08-31 22:00:00,2021-09-30 22:00:00,2021-08-31,22:00:00,2021-09-30,22:00:00,2021,8,Tuesday,Light_Vehicles,5628
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-08-31 22:00:00,2021-09-30 22:00:00,2021-08-31,22:00:00,2021-09-30,22:00:00,2021,8,Tuesday,Light_Vehicles,5635
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-08-31 22:00:00,2021-09-30 22:00:00,2021-08-31,22:00:00,2021-09-30,22:00:00,2021,8,Tuesday,Light_Vehicles,4764
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-08-31 22:00:00,2021-09-30 22:00:00,2021-08-31,22:00:00,2021-09-30,22:00:00,2021,8,Tuesday,Light_Vehicles,10399
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-09-30 22:00:00,2021-10-31 23:00:00,2021-09-30,22:00:00,2021-10-31,23:00:00,2021,9,Thursday,Light_Vehicles,4976
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-09-30 22:00:00,2021-10-31 23:00:00,2021-09-30,22:00:00,2021-10-31,23:00:00,2021,9,Thursday,Light_Vehicles,5878
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-09-30 22:00:00,2021-10-31 23:00:00,2021-09-30,22:00:00,2021-10-31,23:00:00,2021,9,Thursday,Light_Vehicles,5883
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-09-30 22:00:00,2021-10-31 23:00:00,2021-09-30,22:00:00,2021-10-31,23:00:00,2021,9,Thursday,Light_Vehicles,4970
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-09-30 22:00:00,2021-10-31 23:00:00,2021-09-30,22:00:00,2021-10-31,23:00:00,2021,9,Thursday,Light_Vehicles,10853
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-10-31 23:00:00,2021-11-30 23:00:00,2021-10-31,23:00:00,2021-11-30,23:00:00,2021,10,Sunday,Light_Vehicles,5044
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-10-31 23:00:00,2021-11-30 23:00:00,2021-10-31,23:00:00,2021-11-30,23:00:00,2021,10,Sunday,Light_Vehicles,6028
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-10-31 23:00:00,2021-11-30 23:00:00,2021-10-31,23:00:00,2021-11-30,23:00:00,2021,10,Sunday,Light_Vehicles,6034
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-10-31 23:00:00,2021-11-30 23:00:00,2021-10-31,23:00:00,2021-11-30,23:00:00,2021,10,Sunday,Light_Vehicles,5038
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-10-31 23:00:00,2021-11-30 23:00:00,2021-10-31,23:00:00,2021-11-30,23:00:00,2021,10,Sunday,Light_Vehicles,11072
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-11-30 23:00:00,2021-12-31 23:00:00,2021-11-30,23:00:00,2021-12-31,23:00:00,2021,11,Tuesday,Light_Vehicles,4345
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-11-30 23:00:00,2021-12-31 23:00:00,2021-11-30,23:00:00,2021-12-31,23:00:00,2021,11,Tuesday,Light_Vehicles,5131
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-11-30 23:00:00,2021-12-31 23:00:00,2021-11-30,23:00:00,2021-12-31,23:00:00,2021,11,Tuesday,Light_Vehicles,5135
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-11-30 23:00:00,2021-12-31 23:00:00,2021-11-30,23:00:00,2021-12-31,23:00:00,2021,11,Tuesday,Light_Vehicles,4341
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-11-30 23:00:00,2021-12-31 23:00:00,2021-11-30,23:00:00,2021-12-31,23:00:00,2021,11,Tuesday,Light_Vehicles,9476
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-12-31 23:00:00,2022-01-31 23:00:00,2021-12-31,23:00:00,2022-01-31,23:00:00,2021,12,Friday,Light_Vehicles,4276
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-12-31 23:00:00,2022-01-31 23:00:00,2021-12-31,23:00:00,2022-01-31,23:00:00,2021,12,Friday,Light_Vehicles,4672
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-12-31 23:00:00,2022-01-31 23:00:00,2021-12-31,23:00:00,2022-01-31,23:00:00,2021,12,Friday,Light_Vehicles,4677
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-12-31 23:00:00,2022-01-31 23:00:00,2021-12-31,23:00:00,2022-01-31,23:00:00,2021,12,Friday,Light_Vehicles,4271
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-12-31 23:00:00,2022-01-31 23:00:00,2021-12-31,23:00:00,2022-01-31,23:00:00,2021,12,Friday,Light_Vehicles,8949
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-01-31 23:00:00,2022-02-28 23:00:00,2022-01-31,23:00:00,2022-02-28,23:00:00,2022,1,Monday,Light_Vehicles,4723
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-01-31 23:00:00,2022-02-28 23:00:00,2022-01-31,23:00:00,2022-02-28,23:00:00,2022,1,Monday,Light_Vehicles,5515
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-01-31 23:00:00,2022-02-28 23:00:00,2022-01-31,23:00:00,2022-02-28,23:00:00,2022,1,Monday,Light_Vehicles,5520
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-01-31 23:00:00,2022-02-28 23:00:00,2022-01-31,23:00:00,2022-02-28,23:00:00,2022,1,Monday,Light_Vehicles,4717
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-01-31 23:00:00,2022-02-28 23:00:00,2022-01-31,23:00:00,2022-02-28,23:00:00,2022,1,Monday,Light_Vehicles,10237
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-02-28 23:00:00,2022-03-31 22:00:00,2022-02-28,23:00:00,2022-03-31,22:00:00,2022,2,Monday,Light_Vehicles,4918
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-02-28 23:00:00,2022-03-31 22:00:00,2022-02-28,23:00:00,2022-03-31,22:00:00,2022,2,Monday,Light_Vehicles,5883
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-02-28 23:00:00,2022-03-31 22:00:00,2022-02-28,23:00:00,2022-03-31,22:00:00,2022,2,Monday,Light_Vehicles,5887
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-02-28 23:00:00,2022-03-31 22:00:00,2022-02-28,23:00:00,2022-03-31,22:00:00,2022,2,Monday,Light_Vehicles,4913
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-02-28 23:00:00,2022-03-31 22:00:00,2022-02-28,23:00:00,2022-03-31,22:00:00,2022,2,Monday,Light_Vehicles,10800
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-03-31 22:00:00,2022-04-30 22:00:00,2022-03-31,22:00:00,2022-04-30,22:00:00,2022,3,Thursday,Light_Vehicles,4528
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-03-31 22:00:00,2022-04-30 22:00:00,2022-03-31,22:00:00,2022-04-30,22:00:00,2022,3,Thursday,Light_Vehicles,5343
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-03-31 22:00:00,2022-04-30 22:00:00,2022-03-31,22:00:00,2022-04-30,22:00:00,2022,3,Thursday,Light_Vehicles,5349
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-03-31 22:00:00,2022-04-30 22:00:00,2022-03-31,22:00:00,2022-04-30,22:00:00,2022,3,Thursday,Light_Vehicles,4522
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-03-31 22:00:00,2022-04-30 22:00:00,2022-03-31,22:00:00,2022-04-30,22:00:00,2022,3,Thursday,Light_Vehicles,9871
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-04-30 22:00:00,2022-05-31 22:00:00,2022-04-30,22:00:00,2022-05-31,22:00:00,2022,4,Saturday,Light_Vehicles,5040
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-04-30 22:00:00,2022-05-31 22:00:00,2022-04-30,22:00:00,2022-05-31,22:00:00,2022,4,Saturday,Light_Vehicles,6013
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-04-30 22:00:00,2022-05-31 22:00:00,2022-04-30,22:00:00,2022-05-31,22:00:00,2022,4,Saturday,Light_Vehicles,6021
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-04-30 22:00:00,2022-05-31 22:00:00,2022-04-30,22:00:00,2022-05-31,22:00:00,2022,4,Saturday,Light_Vehicles,5033
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-04-30 22:00:00,2022-05-31 22:00:00,2022-04-30,22:00:00,2022-05-31,22:00:00,2022,4,Saturday,Light_Vehicles,11053
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-05-31 22:00:00,2022-06-30 22:00:00,2022-05-31,22:00:00,2022-06-30,22:00:00,2022,5,Tuesday,Light_Vehicles,4970
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-05-31 22:00:00,2022-06-30 22:00:00,2022-05-31,22:00:00,2022-06-30,22:00:00,2022,5,Tuesday,Light_Vehicles,5856
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-05-31 22:00:00,2022-06-30 22:00:00,2022-05-31,22:00:00,2022-06-30,22:00:00,2022,5,Tuesday,Light_Vehicles,5862
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-05-31 22:00:00,2022-06-30 22:00:00,2022-05-31,22:00:00,2022-06-30,22:00:00,2022,5,Tuesday,Light_Vehicles,4964
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-05-31 22:00:00,2022-06-30 22:00:00,2022-05-31,22:00:00,2022-06-30,22:00:00,2022,5,Tuesday,Light_Vehicles,10826
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-06-30 22:00:00,2022-07-31 22:00:00,2022-06-30,22:00:00,2022-07-31,22:00:00,2022,6,Thursday,Light_Vehicles,3688
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-06-30 22:00:00,2022-07-31 22:00:00,2022-06-30,22:00:00,2022-07-31,22:00:00,2022,6,Thursday,Light_Vehicles,4220
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-06-30 22:00:00,2022-07-31 22:00:00,2022-06-30,22:00:00,2022-07-31,22:00:00,2022,6,Thursday,Light_Vehicles,4228
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-06-30 22:00:00,2022-07-31 22:00:00,2022-06-30,22:00:00,2022-07-31,22:00:00,2022,6,Thursday,Light_Vehicles,3681
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-06-30 22:00:00,2022-07-31 22:00:00,2022-06-30,22:00:00,2022-07-31,22:00:00,2022,6,Thursday,Light_Vehicles,7909
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-07-31 22:00:00,2022-08-31 22:00:00,2022-07-31,22:00:00,2022-08-31,22:00:00,2022,7,Sunday,Light_Vehicles,4806
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-07-31 22:00:00,2022-08-31 22:00:00,2022-07-31,22:00:00,2022-08-31,22:00:00,2022,7,Sunday,Light_Vehicles,5580
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-07-31 22:00:00,2022-08-31 22:00:00,2022-07-31,22:00:00,2022-08-31,22:00:00,2022,7,Sunday,Light_Vehicles,5586
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-07-31 22:00:00,2022-08-31 22:00:00,2022-07-31,22:00:00,2022-08-31,22:00:00,2022,7,Sunday,Light_Vehicles,4801
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-07-31 22:00:00,2022-08-31 22:00:00,2022-07-31,22:00:00,2022-08-31,22:00:00,2022,7,Sunday,Light_Vehicles,10386
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-08-31 22:00:00,2022-09-30 22:00:00,2022-08-31,22:00:00,2022-09-30,22:00:00,2022,8,Wednesday,Light_Vehicles,4824
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-08-31 22:00:00,2022-09-30 22:00:00,2022-08-31,22:00:00,2022-09-30,22:00:00,2022,8,Wednesday,Light_Vehicles,5543
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-08-31 22:00:00,2022-09-30 22:00:00,2022-08-31,22:00:00,2022-09-30,22:00:00,2022,8,Wednesday,Light_Vehicles,5548
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-08-31 22:00:00,2022-09-30 22:00:00,2022-08-31,22:00:00,2022-09-30,22:00:00,2022,8,Wednesday,Light_Vehicles,4819
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-08-31 22:00:00,2022-09-30 22:00:00,2022-08-31,22:00:00,2022-09-30,22:00:00,2022,8,Wednesday,Light_Vehicles,10367
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-09-30 22:00:00,2022-10-31 23:00:00,2022-09-30,22:00:00,2022-10-31,23:00:00,2022,9,Friday,Light_Vehicles,4763
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-09-30 22:00:00,2022-10-31 23:00:00,2022-09-30,22:00:00,2022-10-31,23:00:00,2022,9,Friday,Light_Vehicles,5254
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-09-30 22:00:00,2022-10-31 23:00:00,2022-09-30,22:00:00,2022-10-31,23:00:00,2022,9,Friday,Light_Vehicles,5259
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-09-30 22:00:00,2022-10-31 23:00:00,2022-09-30,22:00:00,2022-10-31,23:00:00,2022,9,Friday,Light_Vehicles,4758
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-09-30 22:00:00,2022-10-31 23:00:00,2022-09-30,22:00:00,2022-10-31,23:00:00,2022,9,Friday,Light_Vehicles,10017
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-10-31 23:00:00,2022-11-30 23:00:00,2022-10-31,23:00:00,2022-11-30,23:00:00,2022,10,Monday,Light_Vehicles,4853
62991V604777,Maridalsveien,KV14622 S9D1 m425,2022-10-31 23:00:00,2022-11-30 23:00:00,2022-10-31,23:00:00,2022-11-30,23:00:00,2022,10,Monday,Light_Vehicles,5319
