Year,started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude,start_distance,end_distance,Month
2020,2020-12-01 16:56:44.695000+00:00,2020-12-01 17:01:22.376000+00:00,277.0,398.0,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117,455.0,Sofienbergparken sør,langs Sofienberggata,59.922337,10.7617503,0.6658408826291513,0.6693125943184703,12
2020,2020-12-01 17:00:21.626000+00:00,2020-12-01 17:06:21.222000+00:00,359.0,617.0,Bjerregaardsgate Øst,ved Uelands gate,59.92716771401357,10.749754560118864,384.0,Vår Frelsers gravlund sør,langs Ullevålsveien,59.919463,10.743829,0.3057030367997504,0.6711050203536464,12
2020,2020-12-01 17:01:19.246000+00:00,2020-12-01 17:09:48.543000+00:00,509.0,489.0,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095,439.0,Mølleparken,ved Sannerbrua,59.9283928,10.7559693,0.9453004914728216,0.5334005797031933,12
2020,2020-12-01 17:05:18.372000+00:00,2020-12-01 17:10:26.564000+00:00,308.0,444.0,AHO,langs Maridalsveien,59.925265,10.750462,439.0,Mølleparken,ved Sannerbrua,59.9283928,10.7559693,0.0905995117259821,0.5334005797031933,12
2020,2020-12-01 17:09:48.971000+00:00,2020-12-01 17:19:29.384000+00:00,580.0,412.0,Jakob kirke,langs Torggata,59.917866,10.754898,578.0,Hallings gate,langs Dalsbergstien,59.922777,10.738655,0.7731107645605718,0.6909782861437906,12
2020,2020-12-01 17:19:08.501000+00:00,2020-12-01 17:23:13.911000+00:00,245.0,401.0,Lille Schous plass,lengst vekk fra rundkjøring,59.920259,10.760629,489.0,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095,0.732199526382313,0.9453004914728216,12
2020,2020-12-01 17:21:12.807000+00:00,2020-12-01 17:25:27.443000+00:00,254.0,617.0,Bjerregaardsgate Øst,ved Uelands gate,59.92716771401357,10.749754560118864,398.0,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117,0.3057030367997504,0.6658408826291513,12
2020,2020-12-01 17:21:57.560000+00:00,2020-12-01 17:27:51.848000+00:00,354.0,398.0,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117,423.0,Schous plass,nærmest rundkjøringen,59.920335,10.760804,0.6658408826291513,0.7344422937348234,12
2020,2020-12-01 17:23:57.386000+00:00,2020-12-01 17:31:44.729000+00:00,467.0,489.0,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095,424.0,Birkelunden,langs Seilduksgata,59.9256113,10.760926,0.9453004914728216,0.5944661338902347,12
2020,2020-12-01 17:25:46.066000+00:00,2020-12-01 17:31:57.208000+00:00,371.0,499.0,Bjerregaards gate,ovenfor Fredrikke Qvams gate,59.925488,10.746058,551.0,Olaf Ryes plass,langs Sofienberggata,59.922425,10.758182,0.2764207907435052,0.4829594161809233,12
2020,2020-12-01 17:44:00.852000+00:00,2020-12-01 17:52:30.800000+00:00,509.0,412.0,Jakob kirke,langs Torggata,59.917866,10.754898,578.0,Hallings gate,langs Dalsbergstien,59.922777,10.738655,0.7731107645605718,0.6909782861437906,12
2020,2020-12-01 17:45:58.247000+00:00,2020-12-01 17:50:34.558000+00:00,276.0,597.0,Fredensborg,ved rundkjøringen,59.920995,10.750358,499.0,Bjerregaards gate,ovenfor Fredrikke Qvams gate,59.925488,10.746058,0.3854087776097813,0.2764207907435052,12
2020,2020-12-01 17:47:34.312000+00:00,2020-12-01 17:51:27.868000+00:00,233.0,398.0,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117,455.0,Sofienbergparken sør,langs Sofienberggata,59.922337,10.7617503,0.6658408826291513,0.6693125943184703,12
2020,2020-12-01 18:10:16.242000+00:00,2020-12-01 18:29:24.472000+00:00,1148.0,542.0,Grünerhagen Nord,ved Sofienberggata,59.9224256,10.7554274,578.0,Hallings gate,langs Dalsbergstien,59.922777,10.738655,0.3541643362072906,0.6909782861437906,12
2020,2020-12-01 18:14:48.897000+00:00,2020-12-01 18:21:22.664000+00:00,393.0,518.0,Ullevålsveien,ved taxi stoppen,59.9246852,10.7395045,398.0,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117,0.6182828774469906,0.6658408826291513,12
2020,2020-12-01 18:17:59.081000+00:00,2020-12-01 18:50:25.636000+00:00,1946.0,399.0,Uelands gate,Ved Ulvetrappen (Ilatrappen),59.929545,10.7489862,493.0,Sofienbergparken nordvest,langs Helgesens Gate,59.9243639,10.7615858,0.5740060143175569,0.6172817476154624,12
2020,2020-12-01 18:23:41.398000+00:00,2020-12-01 18:31:14.027000+00:00,452.0,421.0,Alexander Kiellands Plass,langs Maridalsveien,59.92806670615684,10.751202636819611,423.0,Schous plass,nærmest rundkjøringen,59.920335,10.760804,0.40425771419613,0.7344422937348234,12
2020,2020-12-01 18:30:17.862000+00:00,2020-12-01 18:36:26.883000+00:00,369.0,385.0,Søndre gate,ved Ankerbrua,59.918632,10.757867,398.0,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117,0.766858466191609,0.6658408826291513,12
2020,2020-12-01 18:46:00.429000+00:00,2020-12-01 18:48:53.936000+00:00,173.0,412.0,Jakob kirke,langs Torggata,59.917866,10.754898,507.0,Jens Bjelkes gate,langs Trondheimsveien,59.919179,10.764162,0.7731107645605718,0.9617131207534476,12
2020,2020-12-01 18:50:47.405000+00:00,2020-12-01 19:08:57.530000+00:00,1090.0,578.0,Hallings gate,langs Dalsbergstien,59.922777,10.738655,551.0,Olaf Ryes plass,langs Sofienberggata,59.922425,10.758182,0.6909782861437906,0.4829594161809233,12
2020,2020-12-01 19:12:17.726000+00:00,2020-12-01 19:21:10.473000+00:00,532.0,489.0,Torggata,ved Bernt Ankers gate,59.91598309274519,10.75155119076095,598.0,Sofienbergparken nord,langs Helgesens gate,59.923229,10.766171,0.9453004914728216,0.8842330488080928,12
2020,2020-12-01 19:14:35.091000+00:00,2020-12-01 19:20:54.162000+00:00,379.0,493.0,Sofienbergparken nordvest,langs Helgesens Gate,59.9243639,10.7615858,412.0,Jakob kirke,langs Torggata,59.917866,10.754898,0.6172817476154624,0.7731107645605718,12
2020,2020-12-01 19:37:33.672000+00:00,2020-12-01 20:40:29.409000+00:00,3775.0,521.0,Jess Carlsens gate,ved Hausmanns gate,59.9186359,10.7523939,739.0,Hammersborg Torg,langs Møllergata,59.91652053839767,10.749202233135232,0.6562433610641393,0.8869723747748545,12
2020,2020-12-01 20:02:23.392000+00:00,2020-12-01 20:05:33.594000+00:00,190.0,503.0,Fagerheimgata,ved Dælenenga busstopp,59.92760586837719,10.76598469881135,398.0,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117,0.9319136746599468,0.6658408826291513,12
2020,2020-12-01 20:03:47.782000+00:00,2020-12-01 20:05:40.109000+00:00,112.0,444.0,AHO,langs Maridalsveien,59.925265,10.750462,597.0,Fredensborg,ved rundkjøringen,59.920995,10.750358,0.0905995117259821,0.3854087776097813,12
2020,2020-12-01 20:14:23.654000+00:00,2020-12-01 20:22:22.853000+00:00,479.0,585.0,Nordre gate,ved Grünerbrua,59.92114988507087,10.754714015938562,499.0,Bjerregaards gate,ovenfor Fredrikke Qvams gate,59.925488,10.746058,0.4355061911580464,0.2764207907435052,12
2020,2020-12-01 21:04:36.994000+00:00,2020-12-01 21:10:09.219000+00:00,332.0,597.0,Fredensborg,ved rundkjøringen,59.920995,10.750358,398.0,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117,0.3854087776097813,0.6658408826291513,12
2020,2020-12-01 21:11:24.232000+00:00,2020-12-01 21:35:40.110000+00:00,1455.0,493.0,Sofienbergparken nordvest,langs Helgesens Gate,59.9243639,10.7615858,493.0,Sofienbergparken nordvest,langs Helgesens Gate,59.9243639,10.7615858,0.6172817476154624,0.6172817476154624,12
2020,2020-12-01 21:53:06.512000+00:00,2020-12-01 21:55:03.426000+00:00,116.0,398.0,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117,398.0,Ringnes Park,ved Sannergata,59.92843404417577,10.75943014633117,0.6658408826291513,0.6658408826291513,12
