Traffic_registration_point,Name,Road_reference,From,To,From_Date,From_Time,To_Date,To_Time,Year,Month,Day_of_Week,Vehicle_Type,Count
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-10-31 23:00:00,2021-11-30 23:00:00,2021-10-31,23:00:00,2021-11-30,23:00:00,2021,10,Sunday,Light_Vehicles,12255
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021-11-30,23:00:00,2021-12-31,23:00:00,2021,11,Tuesday,Light_Vehicles,4939
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021-11-30,23:00:00,2021-12-31,23:00:00,2021,11,Tuesday,Light_Vehicles,5120
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021-11-30,23:00:00,2021-12-31,23:00:00,2021,11,Tuesday,Light_Vehicles,845
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021-11-30,23:00:00,2021-12-31,23:00:00,2021,11,Tuesday,Light_Vehicles,5125
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021-11-30,23:00:00,2021-12-31,23:00:00,2021,11,Tuesday,Light_Vehicles,5779
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021-11-30,23:00:00,2021-12-31,23:00:00,2021,11,Tuesday,Light_Vehicles,10904
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021-12-31,23:00:00,2022-01-31,23:00:00,2021,12,Friday,Light_Vehicles,4728
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021-12-31,23:00:00,2022-01-31,23:00:00,2021,12,Friday,Light_Vehicles,4846
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021-12-31,23:00:00,2022-01-31,23:00:00,2021,12,Friday,Light_Vehicles,707
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021-12-31,23:00:00,2022-01-31,23:00:00,2021,12,Friday,Light_Vehicles,4861
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021-12-31,23:00:00,2022-01-31,23:00:00,2021,12,Friday,Light_Vehicles,5420
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021-12-31,23:00:00,2022-01-31,23:00:00,2021,12,Friday,Light_Vehicles,10281
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022-01-31,23:00:00,2022-02-28,23:00:00,2022,1,Monday,Light_Vehicles,5047
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022-01-31,23:00:00,2022-02-28,23:00:00,2022,1,Monday,Light_Vehicles,5212
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022-01-31,23:00:00,2022-02-28,23:00:00,2022,1,Monday,Light_Vehicles,802
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022-01-31,23:00:00,2022-02-28,23:00:00,2022,1,Monday,Light_Vehicles,5216
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022-01-31,23:00:00,2022-02-28,23:00:00,2022,1,Monday,Light_Vehicles,5846
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022-01-31,23:00:00,2022-02-28,23:00:00,2022,1,Monday,Light_Vehicles,11062
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022-02-28,23:00:00,2022-03-31,22:00:00,2022,2,Monday,Light_Vehicles,5360
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022-02-28,23:00:00,2022-03-31,22:00:00,2022,2,Monday,Light_Vehicles,5617
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022-02-28,23:00:00,2022-03-31,22:00:00,2022,2,Monday,Light_Vehicles,966
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022-02-28,23:00:00,2022-03-31,22:00:00,2022,2,Monday,Light_Vehicles,5619
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022-02-28,23:00:00,2022-03-31,22:00:00,2022,2,Monday,Light_Vehicles,6324
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022-02-28,23:00:00,2022-03-31,22:00:00,2022,2,Monday,Light_Vehicles,11943
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022-03-31,22:00:00,2022-04-30,22:00:00,2022,3,Thursday,Light_Vehicles,4952
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022-03-31,22:00:00,2022-04-30,22:00:00,2022,3,Thursday,Light_Vehicles,5156
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022-03-31,22:00:00,2022-04-30,22:00:00,2022,3,Thursday,Light_Vehicles,906
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022-03-31,22:00:00,2022-04-30,22:00:00,2022,3,Thursday,Light_Vehicles,5161
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022-03-31,22:00:00,2022-04-30,22:00:00,2022,3,Thursday,Light_Vehicles,5853
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022-03-31,22:00:00,2022-04-30,22:00:00,2022,3,Thursday,Light_Vehicles,11014
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-04-30 22:00:00,2022-05-31 22:00:00,2022-04-30,22:00:00,2022-05-31,22:00:00,2022,4,Saturday,Light_Vehicles,5370
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-04-30 22:00:00,2022-05-31 22:00:00,2022-04-30,22:00:00,2022-05-31,22:00:00,2022,4,Saturday,Light_Vehicles,5792
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-04-30 22:00:00,2022-05-31 22:00:00,2022-04-30,22:00:00,2022-05-31,22:00:00,2022,4,Saturday,Light_Vehicles,1117
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-04-30 22:00:00,2022-05-31 22:00:00,2022-04-30,22:00:00,2022-05-31,22:00:00,2022,4,Saturday,Light_Vehicles,5796
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-04-30 22:00:00,2022-05-31 22:00:00,2022-04-30,22:00:00,2022-05-31,22:00:00,2022,4,Saturday,Light_Vehicles,6484
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-04-30 22:00:00,2022-05-31 22:00:00,2022-04-30,22:00:00,2022-05-31,22:00:00,2022,4,Saturday,Light_Vehicles,12280
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-05-31 22:00:00,2022-06-30 22:00:00,2022-05-31,22:00:00,2022-06-30,22:00:00,2022,5,Tuesday,Light_Vehicles,5450
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-05-31 22:00:00,2022-06-30 22:00:00,2022-05-31,22:00:00,2022-06-30,22:00:00,2022,5,Tuesday,Light_Vehicles,5993
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-05-31 22:00:00,2022-06-30 22:00:00,2022-05-31,22:00:00,2022-06-30,22:00:00,2022,5,Tuesday,Light_Vehicles,1144
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-05-31 22:00:00,2022-06-30 22:00:00,2022-05-31,22:00:00,2022-06-30,22:00:00,2022,5,Tuesday,Light_Vehicles,5996
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-05-31 22:00:00,2022-06-30 22:00:00,2022-05-31,22:00:00,2022-06-30,22:00:00,2022,5,Tuesday,Light_Vehicles,6592
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-05-31 22:00:00,2022-06-30 22:00:00,2022-05-31,22:00:00,2022-06-30,22:00:00,2022,5,Tuesday,Light_Vehicles,12588
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-06-30 22:00:00,2022-07-31 22:00:00,2022-06-30,22:00:00,2022-07-31,22:00:00,2022,6,Thursday,Light_Vehicles,4308
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-06-30 22:00:00,2022-07-31 22:00:00,2022-06-30,22:00:00,2022-07-31,22:00:00,2022,6,Thursday,Light_Vehicles,4282
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-06-30 22:00:00,2022-07-31 22:00:00,2022-06-30,22:00:00,2022-07-31,22:00:00,2022,6,Thursday,Light_Vehicles,583
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-06-30 22:00:00,2022-07-31 22:00:00,2022-06-30,22:00:00,2022-07-31,22:00:00,2022,6,Thursday,Light_Vehicles,4286
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-06-30 22:00:00,2022-07-31 22:00:00,2022-06-30,22:00:00,2022-07-31,22:00:00,2022,6,Thursday,Light_Vehicles,4887
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-06-30 22:00:00,2022-07-31 22:00:00,2022-06-30,22:00:00,2022-07-31,22:00:00,2022,6,Thursday,Light_Vehicles,9173
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-07-31 22:00:00,2022-08-31 22:00:00,2022-07-31,22:00:00,2022-08-31,22:00:00,2022,7,Sunday,Light_Vehicles,5321
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-07-31 22:00:00,2022-08-31 22:00:00,2022-07-31,22:00:00,2022-08-31,22:00:00,2022,7,Sunday,Light_Vehicles,5744
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-07-31 22:00:00,2022-08-31 22:00:00,2022-07-31,22:00:00,2022-08-31,22:00:00,2022,7,Sunday,Light_Vehicles,1096
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-07-31 22:00:00,2022-08-31 22:00:00,2022-07-31,22:00:00,2022-08-31,22:00:00,2022,7,Sunday,Light_Vehicles,5747
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-07-31 22:00:00,2022-08-31 22:00:00,2022-07-31,22:00:00,2022-08-31,22:00:00,2022,7,Sunday,Light_Vehicles,6414
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-07-31 22:00:00,2022-08-31 22:00:00,2022-07-31,22:00:00,2022-08-31,22:00:00,2022,7,Sunday,Light_Vehicles,12161
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-08-31 22:00:00,2022-09-30 22:00:00,2022-08-31,22:00:00,2022-09-30,22:00:00,2022,8,Wednesday,Light_Vehicles,5324
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-08-31 22:00:00,2022-09-30 22:00:00,2022-08-31,22:00:00,2022-09-30,22:00:00,2022,8,Wednesday,Light_Vehicles,5675
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-08-31 22:00:00,2022-09-30 22:00:00,2022-08-31,22:00:00,2022-09-30,22:00:00,2022,8,Wednesday,Light_Vehicles,1095
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-08-31 22:00:00,2022-09-30 22:00:00,2022-08-31,22:00:00,2022-09-30,22:00:00,2022,8,Wednesday,Light_Vehicles,5678
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-08-31 22:00:00,2022-09-30 22:00:00,2022-08-31,22:00:00,2022-09-30,22:00:00,2022,8,Wednesday,Light_Vehicles,6416
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-08-31 22:00:00,2022-09-30 22:00:00,2022-08-31,22:00:00,2022-09-30,22:00:00,2022,8,Wednesday,Light_Vehicles,12094
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-09-30 22:00:00,2022-10-31 23:00:00,2022-09-30,22:00:00,2022-10-31,23:00:00,2022,9,Friday,Light_Vehicles,5268
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-09-30 22:00:00,2022-10-31 23:00:00,2022-09-30,22:00:00,2022-10-31,23:00:00,2022,9,Friday,Light_Vehicles,5513
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-09-30 22:00:00,2022-10-31 23:00:00,2022-09-30,22:00:00,2022-10-31,23:00:00,2022,9,Friday,Light_Vehicles,971
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-09-30 22:00:00,2022-10-31 23:00:00,2022-09-30,22:00:00,2022-10-31,23:00:00,2022,9,Friday,Light_Vehicles,5517
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-09-30 22:00:00,2022-10-31 23:00:00,2022-09-30,22:00:00,2022-10-31,23:00:00,2022,9,Friday,Light_Vehicles,6235
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-09-30 22:00:00,2022-10-31 23:00:00,2022-09-30,22:00:00,2022-10-31,23:00:00,2022,9,Friday,Light_Vehicles,11752
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-10-31 23:00:00,2022-11-30 23:00:00,2022-10-31,23:00:00,2022-11-30,23:00:00,2022,10,Monday,Light_Vehicles,5401
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-10-31 23:00:00,2022-11-30 23:00:00,2022-10-31,23:00:00,2022-11-30,23:00:00,2022,10,Monday,Light_Vehicles,5662
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-10-31 23:00:00,2022-11-30 23:00:00,2022-10-31,23:00:00,2022-11-30,23:00:00,2022,10,Monday,Light_Vehicles,1038
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-10-31 23:00:00,2022-11-30 23:00:00,2022-10-31,23:00:00,2022-11-30,23:00:00,2022,10,Monday,Light_Vehicles,5666
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-10-31 23:00:00,2022-11-30 23:00:00,2022-10-31,23:00:00,2022-11-30,23:00:00,2022,10,Monday,Light_Vehicles,6436
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-10-31 23:00:00,2022-11-30 23:00:00,2022-10-31,23:00:00,2022-11-30,23:00:00,2022,10,Monday,Light_Vehicles,12102
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-11-30 23:00:00,2022-12-31 23:00:00,2022-11-30,23:00:00,2022-12-31,23:00:00,2022,11,Wednesday,Light_Vehicles,5075
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-11-30 23:00:00,2022-12-31 23:00:00,2022-11-30,23:00:00,2022-12-31,23:00:00,2022,11,Wednesday,Light_Vehicles,5261
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-11-30 23:00:00,2022-12-31 23:00:00,2022-11-30,23:00:00,2022-12-31,23:00:00,2022,11,Wednesday,Light_Vehicles,988
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-11-30 23:00:00,2022-12-31 23:00:00,2022-11-30,23:00:00,2022-12-31,23:00:00,2022,11,Wednesday,Light_Vehicles,5268
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-11-30 23:00:00,2022-12-31 23:00:00,2022-11-30,23:00:00,2022-12-31,23:00:00,2022,11,Wednesday,Light_Vehicles,6056
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-11-30 23:00:00,2022-12-31 23:00:00,2022-11-30,23:00:00,2022-12-31,23:00:00,2022,11,Wednesday,Light_Vehicles,11324
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-12-31 23:00:00,2023-01-31 23:00:00,2022-12-31,23:00:00,2023-01-31,23:00:00,2022,12,Saturday,Light_Vehicles,4867
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-12-31 23:00:00,2023-01-31 23:00:00,2022-12-31,23:00:00,2023-01-31,23:00:00,2022,12,Saturday,Light_Vehicles,4946
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-12-31 23:00:00,2023-01-31 23:00:00,2022-12-31,23:00:00,2023-01-31,23:00:00,2022,12,Saturday,Light_Vehicles,820
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-12-31 23:00:00,2023-01-31 23:00:00,2022-12-31,23:00:00,2023-01-31,23:00:00,2022,12,Saturday,Light_Vehicles,4952
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-12-31 23:00:00,2023-01-31 23:00:00,2022-12-31,23:00:00,2023-01-31,23:00:00,2022,12,Saturday,Light_Vehicles,5681
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-12-31 23:00:00,2023-01-31 23:00:00,2022-12-31,23:00:00,2023-01-31,23:00:00,2022,12,Saturday,Light_Vehicles,10633
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-01-31 23:00:00,2023-02-28 23:00:00,2023-01-31,23:00:00,2023-02-28,23:00:00,2023,1,Tuesday,Light_Vehicles,5195
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-01-31 23:00:00,2023-02-28 23:00:00,2023-01-31,23:00:00,2023-02-28,23:00:00,2023,1,Tuesday,Light_Vehicles,5214
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-01-31 23:00:00,2023-02-28 23:00:00,2023-01-31,23:00:00,2023-02-28,23:00:00,2023,1,Tuesday,Light_Vehicles,854
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-01-31 23:00:00,2023-02-28 23:00:00,2023-01-31,23:00:00,2023-02-28,23:00:00,2023,1,Tuesday,Light_Vehicles,5219
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-01-31 23:00:00,2023-02-28 23:00:00,2023-01-31,23:00:00,2023-02-28,23:00:00,2023,1,Tuesday,Light_Vehicles,6044
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-01-31 23:00:00,2023-02-28 23:00:00,2023-01-31,23:00:00,2023-02-28,23:00:00,2023,1,Tuesday,Light_Vehicles,11263
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-02-28 23:00:00,2023-03-31 22:00:00,2023-02-28,23:00:00,2023-03-31,22:00:00,2023,2,Tuesday,Light_Vehicles,5477
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-02-28 23:00:00,2023-03-31 22:00:00,2023-02-28,23:00:00,2023-03-31,22:00:00,2023,2,Tuesday,Light_Vehicles,5469
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-02-28 23:00:00,2023-03-31 22:00:00,2023-02-28,23:00:00,2023-03-31,22:00:00,2023,2,Tuesday,Light_Vehicles,948
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-02-28 23:00:00,2023-03-31 22:00:00,2023-02-28,23:00:00,2023-03-31,22:00:00,2023,2,Tuesday,Light_Vehicles,5475
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-02-28 23:00:00,2023-03-31 22:00:00,2023-02-28,23:00:00,2023-03-31,22:00:00,2023,2,Tuesday,Light_Vehicles,6420
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-02-28 23:00:00,2023-03-31 22:00:00,2023-02-28,23:00:00,2023-03-31,22:00:00,2023,2,Tuesday,Light_Vehicles,11894
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-03-31 22:00:00,2023-04-30 22:00:00,2023-03-31,22:00:00,2023-04-30,22:00:00,2023,3,Friday,Light_Vehicles,4947
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-03-31 22:00:00,2023-04-30 22:00:00,2023-03-31,22:00:00,2023-04-30,22:00:00,2023,3,Friday,Light_Vehicles,4992
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-03-31 22:00:00,2023-04-30 22:00:00,2023-03-31,22:00:00,2023-04-30,22:00:00,2023,3,Friday,Light_Vehicles,869
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-03-31 22:00:00,2023-04-30 22:00:00,2023-03-31,22:00:00,2023-04-30,22:00:00,2023,3,Friday,Light_Vehicles,4997
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-03-31 22:00:00,2023-04-30 22:00:00,2023-03-31,22:00:00,2023-04-30,22:00:00,2023,3,Friday,Light_Vehicles,5811
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-03-31 22:00:00,2023-04-30 22:00:00,2023-03-31,22:00:00,2023-04-30,22:00:00,2023,3,Friday,Light_Vehicles,10808
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-04-30 22:00:00,2023-05-31 22:00:00,2023-04-30,22:00:00,2023-05-31,22:00:00,2023,4,Sunday,Light_Vehicles,5361
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-04-30 22:00:00,2023-05-31 22:00:00,2023-04-30,22:00:00,2023-05-31,22:00:00,2023,4,Sunday,Light_Vehicles,5697
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-04-30 22:00:00,2023-05-31 22:00:00,2023-04-30,22:00:00,2023-05-31,22:00:00,2023,4,Sunday,Light_Vehicles,1113
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-04-30 22:00:00,2023-05-31 22:00:00,2023-04-30,22:00:00,2023-05-31,22:00:00,2023,4,Sunday,Light_Vehicles,5701
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-04-30 22:00:00,2023-05-31 22:00:00,2023-04-30,22:00:00,2023-05-31,22:00:00,2023,4,Sunday,Light_Vehicles,6471
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-04-30 22:00:00,2023-05-31 22:00:00,2023-04-30,22:00:00,2023-05-31,22:00:00,2023,4,Sunday,Light_Vehicles,12172
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-05-31 22:00:00,2023-06-30 22:00:00,2023-05-31,22:00:00,2023-06-30,22:00:00,2023,5,Wednesday,Light_Vehicles,5654
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-05-31 22:00:00,2023-06-30 22:00:00,2023-05-31,22:00:00,2023-06-30,22:00:00,2023,5,Wednesday,Light_Vehicles,5976
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-05-31 22:00:00,2023-06-30 22:00:00,2023-05-31,22:00:00,2023-06-30,22:00:00,2023,5,Wednesday,Light_Vehicles,1266
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-05-31 22:00:00,2023-06-30 22:00:00,2023-05-31,22:00:00,2023-06-30,22:00:00,2023,5,Wednesday,Light_Vehicles,5980
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-05-31 22:00:00,2023-06-30 22:00:00,2023-05-31,22:00:00,2023-06-30,22:00:00,2023,5,Wednesday,Light_Vehicles,6916
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-05-31 22:00:00,2023-06-30 22:00:00,2023-05-31,22:00:00,2023-06-30,22:00:00,2023,5,Wednesday,Light_Vehicles,12896
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-06-30 22:00:00,2023-07-31 22:00:00,2023-06-30,22:00:00,2023-07-31,22:00:00,2023,6,Friday,Light_Vehicles,4317
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-06-30 22:00:00,2023-07-31 22:00:00,2023-06-30,22:00:00,2023-07-31,22:00:00,2023,6,Friday,Light_Vehicles,3867
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-06-30 22:00:00,2023-07-31 22:00:00,2023-06-30,22:00:00,2023-07-31,22:00:00,2023,6,Friday,Light_Vehicles,819
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-06-30 22:00:00,2023-07-31 22:00:00,2023-06-30,22:00:00,2023-07-31,22:00:00,2023,6,Friday,Light_Vehicles,3871
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-06-30 22:00:00,2023-07-31 22:00:00,2023-06-30,22:00:00,2023-07-31,22:00:00,2023,6,Friday,Light_Vehicles,5132
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-06-30 22:00:00,2023-07-31 22:00:00,2023-06-30,22:00:00,2023-07-31,22:00:00,2023,6,Friday,Light_Vehicles,9003
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-07-31 22:00:00,2023-08-31 22:00:00,2023-07-31,22:00:00,2023-08-31,22:00:00,2023,7,Monday,Light_Vehicles,4844
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-07-31 22:00:00,2023-08-31 22:00:00,2023-07-31,22:00:00,2023-08-31,22:00:00,2023,7,Monday,Light_Vehicles,4436
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-07-31 22:00:00,2023-08-31 22:00:00,2023-07-31,22:00:00,2023-08-31,22:00:00,2023,7,Monday,Light_Vehicles,1385
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-07-31 22:00:00,2023-08-31 22:00:00,2023-07-31,22:00:00,2023-08-31,22:00:00,2023,7,Monday,Light_Vehicles,4440
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-07-31 22:00:00,2023-08-31 22:00:00,2023-07-31,22:00:00,2023-08-31,22:00:00,2023,7,Monday,Light_Vehicles,6226
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-07-31 22:00:00,2023-08-31 22:00:00,2023-07-31,22:00:00,2023-08-31,22:00:00,2023,7,Monday,Light_Vehicles,10666
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-08-31 22:00:00,2023-09-30 22:00:00,2023-08-31,22:00:00,2023-09-30,22:00:00,2023,8,Thursday,Light_Vehicles,4953
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-08-31 22:00:00,2023-09-30 22:00:00,2023-08-31,22:00:00,2023-09-30,22:00:00,2023,8,Thursday,Light_Vehicles,4884
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-08-31 22:00:00,2023-09-30 22:00:00,2023-08-31,22:00:00,2023-09-30,22:00:00,2023,8,Thursday,Light_Vehicles,1017
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-08-31 22:00:00,2023-09-30 22:00:00,2023-08-31,22:00:00,2023-09-30,22:00:00,2023,8,Thursday,Light_Vehicles,4888
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-08-31 22:00:00,2023-09-30 22:00:00,2023-08-31,22:00:00,2023-09-30,22:00:00,2023,8,Thursday,Light_Vehicles,5966
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-08-31 22:00:00,2023-09-30 22:00:00,2023-08-31,22:00:00,2023-09-30,22:00:00,2023,8,Thursday,Light_Vehicles,10855
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-09-30 22:00:00,2023-10-31 23:00:00,2023-09-30,22:00:00,2023-10-31,23:00:00,2023,9,Saturday,Light_Vehicles,4983
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2023-09-30 22:00:00,2023-10-31 23:00:00,2023-09-30,22:00:00,2023-10-31,23:00:00,2023,9,Saturday,Light_Vehicles,4899
