Traffic_registration_point,Name,Road_reference,From,To,Year,Month,Traffic_volume,Confidence_interval_start,Confidence_interval_end,Coverage (%),Total_days,Included_days,Invalid_days,Invalid_length,Length_quality_grade (%),Lane,under_5_6m,over_5_6m,5_6m_to_7_6m,7_6m_to_12_5m,12_5m_to_16_0m,over_16_0m,16_0m_to_24_0m,over_24_0m,Hour,From_Date,From_Time,To_Date,To_Time,Day_of_Week,Light_Vehicles,Heavy_Vehicles,Traffic_Volume_Check,Traffic_Volume_Difference,Days_Check,Traffic_Volume_Outlier
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-01-31 23:00:00,2021-02-28 23:00:00,2021,1,6559,6559,6559,100.0,28,28,0,307,95.3,Totalt i retning Skøyen,5542,710,165,86,31,428,423,5,23,2021-01-31,23:00:00,2021-02-28,23:00:00,Sunday,5542,1848,7390,-831,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-01-31 23:00:00,2021-02-28 23:00:00,2021,1,12125,12125,12125,100.0,28,28,0,342,97.2,Totalt,10381,1403,346,156,43,858,852,6,23,2021-01-31,23:00:00,2021-02-28,23:00:00,Sunday,10381,3664,14045,-1920,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-02-28 23:00:00,2021-03-31 22:00:00,2021,2,5391,5391,5391,100.0,31,31,0,318,94.1,1,4708,365,134,88,29,114,110,4,23,2021-02-28,23:00:00,2021-03-31,22:00:00,Sunday,4708,844,5552,-161,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-02-28 23:00:00,2021-03-31 22:00:00,2021,2,5575,5575,5575,100.0,31,31,0,35,99.4,2,4844,696,178,74,11,433,431,2,23,2021-02-28,23:00:00,2021-03-31,22:00:00,Sunday,4844,1825,6669,-1094,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-02-28 23:00:00,2021-03-31 22:00:00,2021,2,1120,1120,1120,100.0,31,31,0,9,99.2,3,750,361,32,12,2,315,314,1,23,2021-02-28,23:00:00,2021-03-31,22:00:00,Sunday,750,1037,1787,-667,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-02-28 23:00:00,2021-03-31 22:00:00,2021,2,5587,5587,5587,100.0,31,31,0,37,99.3,Totalt i retning Solli Plass,4849,701,178,77,12,434,432,2,23,2021-02-28,23:00:00,2021-03-31,22:00:00,Sunday,4849,1836,6685,-1098,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-02-28 23:00:00,2021-03-31 22:00:00,2021,2,6498,6498,6498,100.0,31,31,0,324,95.0,Totalt i retning Skøyen,5453,720,165,97,30,428,423,5,23,2021-02-28,23:00:00,2021-03-31,22:00:00,Sunday,5453,1868,7321,-823,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-02-28 23:00:00,2021-03-31 22:00:00,2021,2,12085,12085,12085,100.0,31,31,0,361,97.0,Totalt,10302,1422,344,174,42,862,855,7,23,2021-02-28,23:00:00,2021-03-31,22:00:00,Sunday,10302,3706,14008,-1923,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-03-31 22:00:00,2021-04-30 22:00:00,2021,3,5386,5386,5386,100.0,30,30,0,338,93.7,1,4714,333,120,86,24,103,99,4,22,2021-03-31,22:00:00,2021-04-30,22:00:00,Wednesday,4714,769,5483,-97,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-03-31 22:00:00,2021-04-30 22:00:00,2021,3,5649,5649,5649,100.0,30,30,0,35,99.4,2,4954,660,159,75,8,419,417,2,22,2021-03-31,22:00:00,2021-04-30,22:00:00,Wednesday,4954,1740,6694,-1045,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-03-31 22:00:00,2021-04-30 22:00:00,2021,3,1221,1221,1221,100.0,30,30,0,13,98.9,3,851,357,33,12,3,311,309,2,22,2021-03-31,22:00:00,2021-04-30,22:00:00,Wednesday,851,1027,1878,-657,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-03-31 22:00:00,2021-04-30 22:00:00,2021,3,5660,5660,5660,100.0,30,30,0,37,99.3,Totalt i retning Solli Plass,4959,665,159,77,9,420,418,2,22,2021-03-31,22:00:00,2021-04-30,22:00:00,Wednesday,4959,1750,6709,-1049,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-03-31 22:00:00,2021-04-30 22:00:00,2021,3,6595,6595,6595,100.0,30,30,0,348,94.7,Totalt i retning Skøyen,5560,686,152,95,26,413,407,6,22,2021-03-31,22:00:00,2021-04-30,22:00:00,Wednesday,5560,1785,7345,-750,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-03-31 22:00:00,2021-04-30 22:00:00,2021,3,12255,12255,12255,100.0,30,30,0,385,96.9,Totalt,10519,1351,312,172,35,831,824,7,22,2021-03-31,22:00:00,2021-04-30,22:00:00,Wednesday,10519,3532,14051,-1796,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-04-30 22:00:00,2021-05-31 22:00:00,2021,4,5809,5809,5809,100.0,31,31,0,375,93.5,1,5062,372,147,95,22,107,103,4,22,2021-04-30,22:00:00,2021-05-31,22:00:00,Friday,5062,850,5912,-103,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-04-30 22:00:00,2021-05-31 22:00:00,2021,4,6048,6048,6048,100.0,31,31,0,44,99.3,2,5335,669,163,75,9,422,420,2,22,2021-04-30,22:00:00,2021-05-31,22:00:00,Friday,5335,1760,7095,-1047,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-04-30 22:00:00,2021-05-31 22:00:00,2021,4,1338,1338,1338,100.0,31,31,0,16,98.8,3,965,357,34,13,3,307,306,1,22,2021-04-30,22:00:00,2021-05-31,22:00:00,Friday,965,1021,1986,-648,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-04-30 22:00:00,2021-05-31 22:00:00,2021,4,6057,6057,6057,100.0,31,31,0,46,99.2,Totalt i retning Solli Plass,5338,673,164,76,9,423,421,2,22,2021-04-30,22:00:00,2021-05-31,22:00:00,Friday,5338,1768,7106,-1049,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-04-30 22:00:00,2021-05-31 22:00:00,2021,4,7137,7137,7137,100.0,31,31,0,388,94.6,Totalt i retning Skøyen,6024,725,180,107,25,413,408,5,22,2021-04-30,22:00:00,2021-05-31,22:00:00,Friday,6024,1863,7887,-750,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-04-30 22:00:00,2021-05-31 22:00:00,2021,4,13195,13195,13195,100.0,31,31,0,435,96.7,Totalt,11362,1398,345,183,34,836,829,7,22,2021-04-30,22:00:00,2021-05-31,22:00:00,Friday,11362,3632,14994,-1799,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-05-31 22:00:00,2021-06-30 22:00:00,2021,5,6335,6335,6335,100.0,30,30,0,459,92.8,1,5427,449,197,114,31,108,103,5,22,2021-05-31,22:00:00,2021-06-30,22:00:00,Monday,5427,1007,6434,-99,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-05-31 22:00:00,2021-06-30 22:00:00,2021,5,6599,6599,6599,100.0,30,30,0,62,99.1,2,5791,746,196,92,12,446,444,2,22,2021-05-31,22:00:00,2021-06-30,22:00:00,Monday,5791,1938,7729,-1130,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-05-31 22:00:00,2021-06-30 22:00:00,2021,5,1540,1540,1540,100.0,30,30,0,23,98.5,3,1132,385,38,16,3,328,326,2,22,2021-05-31,22:00:00,2021-06-30,22:00:00,Monday,1132,1098,2230,-690,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-05-31 22:00:00,2021-06-30 22:00:00,2021,5,6607,6607,6607,100.0,30,30,0,63,99.0,Totalt i retning Solli Plass,5795,749,198,93,12,447,445,2,22,2021-05-31,22:00:00,2021-06-30,22:00:00,Monday,5795,1946,7741,-1134,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-05-31 22:00:00,2021-06-30 22:00:00,2021,5,7866,7866,7866,100.0,30,30,0,480,93.9,Totalt i retning Skøyen,6555,831,233,129,33,436,429,7,22,2021-05-31,22:00:00,2021-06-30,22:00:00,Monday,6555,2098,8653,-787,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-05-31 22:00:00,2021-06-30 22:00:00,2021,5,14474,14474,14474,100.0,30,30,0,544,96.2,Totalt,12350,1580,430,222,45,882,873,9,22,2021-05-31,22:00:00,2021-06-30,22:00:00,Monday,12350,4041,16391,-1917,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-06-30 22:00:00,2021-07-31 22:00:00,2021,6,5240,5240,5240,100.0,31,31,0,253,95.2,1,4570,417,173,98,26,120,115,5,22,2021-06-30,22:00:00,2021-07-31,22:00:00,Wednesday,4570,954,5524,-284,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-06-30 22:00:00,2021-07-31 22:00:00,2021,6,5204,5204,5204,100.0,31,31,0,19,99.6,2,4540,645,151,70,5,420,419,1,22,2021-06-30,22:00:00,2021-07-31,22:00:00,Wednesday,4540,1711,6251,-1047,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-06-30 22:00:00,2021-07-31 22:00:00,2021,6,1029,1029,1029,100.0,31,31,0,6,99.4,3,687,337,25,9,1,302,301,1,22,2021-06-30,22:00:00,2021-07-31,22:00:00,Wednesday,687,976,1663,-634,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-06-30 22:00:00,2021-07-31 22:00:00,2021,6,5211,5211,5211,100.0,31,31,0,20,99.6,Totalt i retning Solli Plass,4543,648,152,71,5,420,419,1,22,2021-06-30,22:00:00,2021-07-31,22:00:00,Wednesday,4543,1716,6259,-1048,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-06-30 22:00:00,2021-07-31 22:00:00,2021,6,6263,6263,6263,100.0,31,31,0,259,95.9,Totalt i retning Skøyen,5253,751,197,107,27,420,415,5,22,2021-06-30,22:00:00,2021-07-31,22:00:00,Wednesday,5253,1922,7175,-912,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-06-30 22:00:00,2021-07-31 22:00:00,2021,6,11474,11474,11474,100.0,31,31,0,279,97.6,Totalt,9797,1399,349,177,32,840,834,6,22,2021-06-30,22:00:00,2021-07-31,22:00:00,Wednesday,9797,3637,13434,-1960,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-07-31 22:00:00,2021-08-31 22:00:00,2021,7,6134,6134,6134,100.0,31,31,0,413,93.3,1,5277,445,196,110,32,107,103,4,22,2021-07-31,22:00:00,2021-08-31,22:00:00,Saturday,5277,997,6274,-140,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-07-31 22:00:00,2021-08-31 22:00:00,2021,7,6343,6343,6343,100.0,31,31,0,54,99.1,2,5578,711,190,87,12,422,420,2,22,2021-07-31,22:00:00,2021-08-31,22:00:00,Saturday,5578,1844,7422,-1079,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-07-31 22:00:00,2021-08-31 22:00:00,2021,7,1413,1413,1413,100.0,31,31,0,20,98.6,3,1029,364,33,15,3,313,311,2,22,2021-07-31,22:00:00,2021-08-31,22:00:00,Saturday,1029,1041,2070,-657,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-07-31 22:00:00,2021-08-31 22:00:00,2021,7,6351,6351,6351,100.0,31,31,0,55,99.1,Totalt i retning Solli Plass,5582,714,191,89,12,422,420,2,22,2021-07-31,22:00:00,2021-08-31,22:00:00,Saturday,5582,1850,7432,-1081,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-07-31 22:00:00,2021-08-31 22:00:00,2021,7,7539,7539,7539,100.0,31,31,0,431,94.3,Totalt i retning Skøyen,6302,806,228,123,35,419,413,6,22,2021-07-31,22:00:00,2021-08-31,22:00:00,Saturday,6302,2030,8332,-793,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-07-31 22:00:00,2021-08-31 22:00:00,2021,7,13890,13890,13890,100.0,31,31,0,486,96.5,Totalt,11884,1519,419,212,47,843,834,9,22,2021-07-31,22:00:00,2021-08-31,22:00:00,Saturday,11884,3883,15767,-1877,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-08-31 22:00:00,2021-09-30 22:00:00,2021,8,6273,6273,6273,100.0,30,30,0,406,93.5,1,5411,455,207,113,35,100,95,5,22,2021-08-31,22:00:00,2021-09-30,22:00:00,Tuesday,5411,1010,6421,-148,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-08-31 22:00:00,2021-09-30 22:00:00,2021,8,6503,6503,6503,100.0,30,30,0,61,99.1,2,5702,740,201,91,15,433,431,2,22,2021-08-31,22:00:00,2021-09-30,22:00:00,Tuesday,5702,1913,7615,-1112,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-08-31 22:00:00,2021-09-30 22:00:00,2021,8,1537,1537,1537,100.0,30,30,0,28,98.2,3,1120,389,40,16,4,330,328,2,22,2021-08-31,22:00:00,2021-09-30,22:00:00,Tuesday,1120,1109,2229,-692,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-08-31 22:00:00,2021-09-30 22:00:00,2021,8,6510,6510,6510,100.0,30,30,0,62,99.0,Totalt i retning Solli Plass,5705,742,202,91,16,433,431,2,22,2021-08-31,22:00:00,2021-09-30,22:00:00,Tuesday,5705,1917,7622,-1112,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-08-31 22:00:00,2021-09-30 22:00:00,2021,8,7803,7803,7803,100.0,30,30,0,433,94.5,Totalt i retning Skøyen,6528,842,246,128,39,429,423,6,22,2021-08-31,22:00:00,2021-09-30,22:00:00,Tuesday,6528,2113,8641,-838,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-08-31 22:00:00,2021-09-30 22:00:00,2021,8,14313,14313,14313,100.0,30,30,0,495,96.5,Totalt,12233,1584,448,220,55,862,854,8,22,2021-08-31,22:00:00,2021-09-30,22:00:00,Tuesday,12233,4031,16264,-1951,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-09-30 22:00:00,2021-10-31 23:00:00,2021,9,6240,6240,6240,100.0,31,31,0,357,94.3,1,5414,470,216,115,31,108,103,5,22,2021-09-30,22:00:00,2021-10-31,23:00:00,Thursday,5414,1048,6462,-222,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-09-30 22:00:00,2021-10-31 23:00:00,2021,9,6399,6399,6399,100.0,31,31,0,54,99.2,2,5620,725,201,85,13,425,423,2,22,2021-09-30,22:00:00,2021-10-31,23:00:00,Thursday,5620,1874,7494,-1095,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-09-30 22:00:00,2021-10-31 23:00:00,2021,9,1275,1275,1275,100.0,31,31,0,17,98.7,3,888,370,35,13,3,319,318,1,22,2021-09-30,22:00:00,2021-10-31,23:00:00,Thursday,888,1059,1947,-672,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-09-30 22:00:00,2021-10-31 23:00:00,2021,9,6407,6407,6407,100.0,31,31,0,55,99.1,Totalt i retning Solli Plass,5624,728,202,86,13,425,423,2,22,2021-09-30,22:00:00,2021-10-31,23:00:00,Thursday,5624,1879,7503,-1096,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-09-30 22:00:00,2021-10-31 23:00:00,2021,9,7507,7507,7507,100.0,31,31,0,372,95.0,Totalt i retning Skøyen,6298,837,250,127,34,426,420,6,22,2021-09-30,22:00:00,2021-10-31,23:00:00,Thursday,6298,2100,8398,-891,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-09-30 22:00:00,2021-10-31 23:00:00,2021,9,13914,13914,13914,100.0,31,31,0,427,96.9,Totalt,11922,1565,453,213,47,851,843,8,22,2021-09-30,22:00:00,2021-10-31,23:00:00,Thursday,11922,3980,15902,-1988,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-10-31 23:00:00,2021-11-30 23:00:00,2021,10,6423,6423,6423,100.0,30,30,0,383,94.0,1,5564,476,227,115,31,103,98,5,23,2021-10-31,23:00:00,2021-11-30,23:00:00,Sunday,5564,1055,6619,-196,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-10-31 23:00:00,2021-11-30 23:00:00,2021,10,6556,6556,6556,100.0,30,30,0,68,99.0,2,5744,744,209,89,13,433,430,3,23,2021-10-31,23:00:00,2021-11-30,23:00:00,Sunday,5744,1921,7665,-1109,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-10-31 23:00:00,2021-11-30 23:00:00,2021,10,1352,1352,1352,100.0,30,30,0,20,98.5,3,948,384,38,15,3,328,326,2,23,2021-10-31,23:00:00,2021-11-30,23:00:00,Sunday,948,1096,2044,-692,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-10-31 23:00:00,2021-11-30 23:00:00,2021,10,6565,6565,6565,100.0,30,30,0,70,98.9,Totalt i retning Solli Plass,5748,748,211,90,13,434,431,3,23,2021-10-31,23:00:00,2021-11-30,23:00:00,Sunday,5748,1930,7678,-1113,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-10-31 23:00:00,2021-11-30 23:00:00,2021,10,7766,7766,7766,100.0,30,30,0,401,94.8,Totalt i retning Skøyen,6508,857,264,128,33,431,424,7,23,2021-10-31,23:00:00,2021-11-30,23:00:00,Sunday,6508,2144,8652,-886,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-10-31 23:00:00,2021-11-30 23:00:00,2021,10,14331,14331,14331,100.0,30,30,0,471,96.7,Totalt,12255,1604,475,218,47,864,855,9,23,2021-10-31,23:00:00,2021-11-30,23:00:00,Sunday,12255,4072,16327,-1996,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021,11,5663,5663,5663,100.0,31,31,0,323,94.3,1,4939,401,189,89,23,101,97,4,23,2021-11-30,23:00:00,2021-12-31,23:00:00,Tuesday,4939,904,5843,-180,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021,11,5838,5838,5838,100.0,31,31,0,52,99.1,2,5120,665,170,70,8,418,416,2,23,2021-11-30,23:00:00,2021-12-31,23:00:00,Tuesday,5120,1749,6869,-1031,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021,11,1222,1222,1222,100.0,31,31,0,16,98.7,3,845,361,32,11,2,315,313,2,23,2021-11-30,23:00:00,2021-12-31,23:00:00,Tuesday,845,1036,1881,-659,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021,11,5847,5847,5847,100.0,31,31,0,54,99.1,Totalt i retning Solli Plass,5125,668,171,71,8,418,416,2,23,2021-11-30,23:00:00,2021-12-31,23:00:00,Tuesday,5125,1754,6879,-1032,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021,11,6876,6876,6876,100.0,31,31,0,338,95.1,Totalt i retning Skøyen,5779,759,220,99,25,414,409,5,23,2021-11-30,23:00:00,2021-12-31,23:00:00,Tuesday,5779,1931,7710,-834,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-11-30 23:00:00,2021-12-31 23:00:00,2021,11,12724,12724,12724,100.0,31,31,0,392,96.9,Totalt,10904,1427,391,170,33,834,826,8,23,2021-11-30,23:00:00,2021-12-31,23:00:00,Tuesday,10904,3689,14593,-1869,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021,12,5392,5189,5595,71.0,31,22,9,264,95.1,1,4728,400,190,80,21,109,105,4,23,2021-12-31,23:00:00,2022-01-31,23:00:00,Friday,4728,909,5637,-245,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021,12,5524,5334,5714,71.0,31,22,9,36,99.3,2,4846,642,159,61,6,416,415,1,23,2021-12-31,23:00:00,2022-01-31,23:00:00,Friday,4846,1700,6546,-1022,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021,12,1066,1010,1122,71.0,31,22,9,10,99.1,3,707,350,27,10,2,310,309,1,23,2021-12-31,23:00:00,2022-01-31,23:00:00,Friday,707,1009,1716,-650,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021,12,5545,5353,5737,71.0,31,22,9,36,99.4,Totalt i retning Solli Plass,4861,647,160,63,7,418,416,2,23,2021-12-31,23:00:00,2022-01-31,23:00:00,Friday,4861,1713,6574,-1029,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021,12,6436,6189,6683,71.0,31,22,9,272,95.8,Totalt i retning Skøyen,5420,744,216,89,23,417,412,5,23,2021-12-31,23:00:00,2022-01-31,23:00:00,Friday,5420,1906,7326,-890,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2021-12-31 23:00:00,2022-01-31 23:00:00,2021,12,11982,11545,12419,71.0,31,22,9,309,97.4,Totalt,10281,1392,376,152,30,835,829,6,23,2021-12-31,23:00:00,2022-01-31,23:00:00,Friday,10281,3620,13901,-1919,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022,1,5828,5828,5828,100.0,28,28,0,337,94.2,1,5047,444,217,97,25,105,101,4,23,2022-01-31,23:00:00,2022-02-28,23:00:00,Monday,5047,993,6040,-212,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022,1,5972,5972,5972,100.0,28,28,0,49,99.2,2,5212,711,196,77,8,430,428,2,23,2022-01-31,23:00:00,2022-02-28,23:00:00,Monday,5212,1852,7064,-1092,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022,1,1190,1190,1190,100.0,28,28,0,14,98.8,3,802,374,34,12,3,325,324,1,23,2022-01-31,23:00:00,2022-02-28,23:00:00,Monday,802,1073,1875,-685,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022,1,5980,5980,5980,100.0,28,28,0,50,99.2,Totalt i retning Solli Plass,5216,714,197,78,8,430,428,2,23,2022-01-31,23:00:00,2022-02-28,23:00:00,Monday,5216,1857,7073,-1093,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022,1,7009,7009,7009,100.0,28,28,0,349,95.0,Totalt i retning Skøyen,5846,814,250,107,28,429,424,5,23,2022-01-31,23:00:00,2022-02-28,23:00:00,Monday,5846,2057,7903,-894,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-01-31 23:00:00,2022-02-28 23:00:00,2022,1,12990,12990,12990,100.0,28,28,0,400,96.9,Totalt,11062,1528,447,185,36,860,853,7,23,2022-01-31,23:00:00,2022-02-28,23:00:00,Monday,11062,3916,14978,-1988,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022,2,6227,6227,6227,100.0,31,31,0,412,93.4,1,5360,455,217,104,33,101,96,5,23,2022-02-28,23:00:00,2022-03-31,22:00:00,Monday,5360,1011,6371,-144,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022,2,6406,6406,6406,100.0,31,31,0,57,99.1,2,5617,733,202,83,12,435,432,3,23,2022-02-28,23:00:00,2022-03-31,22:00:00,Monday,5617,1900,7517,-1111,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022,2,1376,1376,1376,100.0,31,31,0,22,98.4,3,966,387,38,15,3,330,328,2,23,2022-02-28,23:00:00,2022-03-31,22:00:00,Monday,966,1103,2069,-693,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022,2,6413,6413,6413,100.0,31,31,0,58,99.1,Totalt i retning Solli Plass,5619,735,203,84,13,436,433,3,23,2022-02-28,23:00:00,2022-03-31,22:00:00,Monday,5619,1907,7526,-1113,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022,2,7596,7596,7596,100.0,31,31,0,433,94.3,Totalt i retning Skøyen,6324,839,254,118,36,432,424,8,23,2022-02-28,23:00:00,2022-03-31,22:00:00,Monday,6324,2111,8435,-839,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-02-28 23:00:00,2022-03-31 22:00:00,2022,2,14009,14009,14009,100.0,31,31,0,491,96.5,Totalt,11943,1575,457,203,48,867,857,10,23,2022-02-28,23:00:00,2022-03-31,22:00:00,Monday,11943,4017,15960,-1951,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022,3,5713,5713,5713,100.0,30,30,0,350,93.9,1,4952,411,182,94,34,100,95,5,22,2022-03-31,22:00:00,2022-04-30,22:00:00,Thursday,4952,921,5873,-160,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022,3,5864,5864,5864,100.0,30,30,0,47,99.2,2,5156,661,168,74,10,409,407,2,22,2022-03-31,22:00:00,2022-04-30,22:00:00,Thursday,5156,1731,6887,-1023,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022,3,1275,1275,1275,100.0,30,30,0,18,98.6,3,906,350,27,11,4,308,307,1,22,2022-03-31,22:00:00,2022-04-30,22:00:00,Thursday,906,1008,1914,-639,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022,3,5874,5874,5874,100.0,30,30,0,49,99.2,Totalt i retning Solli Plass,5161,664,170,75,10,410,408,2,22,2022-03-31,22:00:00,2022-04-30,22:00:00,Thursday,5161,1739,6900,-1026,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022,3,6978,6978,6978,100.0,30,30,0,367,94.7,Totalt i retning Skøyen,5853,758,208,104,38,408,402,6,22,2022-03-31,22:00:00,2022-04-30,22:00:00,Thursday,5853,1924,7777,-799,0,False
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-03-31 22:00:00,2022-04-30 22:00:00,2022,3,12852,12852,12852,100.0,30,30,0,416,96.8,Totalt,11014,1422,378,179,48,817,809,8,22,2022-03-31,22:00:00,2022-04-30,22:00:00,Thursday,11014,3661,14675,-1823,0,True
71608V603756,Bygdøy alle,KV10967 S1D1 m1314,2022-04-30 22:00:00,2022-05-31 22:00:00,2022,4,6272,6272,6272,100.0,31,31,0,437,93.0,1,5370,465,206,109,49,100,95,5,22,2022-04-30,22:00:00,2022-05-31,22:00:00,Saturday,5370,1029,6399,-127,0,False
